Unnamed: 0,Job_Title,Job_Description,Predicted_Category,Required_Skills,Education_Required,Experience_Required
24,Database Administrator,qualification essential qualification related ba/bs two year work experience area database design administration unrelated ba/bs four year work experience area database design administration experience troubleshooting resolving desktop server network issue experience providing technical support microsoft dynamic application support preferred qualification excellent verbal written communication skill attention detail effective problem-solving organizational decision-making ability demonstrated ability meet deadline prioritize task manage project work independently experience knowledge microsoft window operating system microsoft office platform server administration sql server microsoft dynamic 365 great plain certification peoplesoft experience job hiring salary range $ 59000- $ 72000 depending qualification position located within classroom technical service ct - unit within office classroom management ocm - support unique need educational research environment offering design installation maintenance service classroom technology duty position include leading supporting server software administration telecommunication equipment associated network device department ’ technical engineering service administrative iso university staff position monitor system server process resource help troubleshoot problem arise additionally position recommend solutions/changes system settings/business process identify work-arounds implemented permanent fix made purpose work performed identification design assessment installation maintenance related av telecommunication hardware software related network peripheral device resource support iso design installation delivery service av/it good service u-wide classroom boardroom meeting room teaching learning conferencing technology system administration 50 responsible technical administrational operation & maintenance ct server system responsible server network administration oit department manager responsible establishing policy procedure necessary meet department client need provide support special application requiring extensive knowledge & expertise university-wide iso service work internal & external vendor developing solution unique software issue update upgrade server latest service pack security update add/remove/adjust user access ct server system keeping accurate record user assist rapid thorough resolution production issue evaluate document report issue management vendor evaluate issue pattern plan execute process improvement system upgrade ensure documentation business requirement create detailed functional/technical specification maintain in-depth knowledge business process one multiple business area work internal external contract support resource regarding system administration duty function ct application expert maintenance enhancement 25 define configuration step standard setup troubleshoot problem recommend configuration process improvement resolve complex hardware/software compatibility concern develop installation script test program meet system requirement perform routine duty maintaining network/domain via wbob hosted virtual server farm efficiency security data file data correctness back-up application usability licensing server uptime performance provide network hardware software support microsoft dynamic 365 & gp microsoft pdk sql report efs software perceptive content software software support av engineering window 10 office peoplesoft financial software process maintain related documentation library procedure disaster recovery planning procedure research recommend test hardware service package ocm-cts assist maintaining network configuration file manage administer telecommunication plan account iso staff participate it-related project it-related procurement assist developing resolution solution technical issue user support 20 develop deliver training program end user lead development new support procedure standard increase effectiveness efficiency provide support complex computing environment area hardware software network check report user ’ desktop laptop workstation performance provide technical support user required desktop mobile device printer peripheral maintain extensive library user training aid material needed assist creating report query requested user 5 perform duty assigned including deptartmental project related primary job function assist development process improvement attaining departmental goal related improving efficiency cost effectiveness customer service asr position offer following benefit university paid contribution 10 salary retirement account - vested immediately 22 paid vacation day per year addition paid medical leave 11 paid holiday reduced tuition opportunity covering 75 - 100 eligible tuition excellent affordable health care benefit wellness program opportunity earn lower health care rate free disability insurance free basic life insurance benefit 115 base salary $ 200000 maximum department mission academic support resource asr make positive difference student ’ life asr committed cultivating sustaining environment diverse equitable inclusive better able serve represent university community ensuring value difference individuality knowledge skill ability asr employee include job knowledge communication problem solving/analysis development leadership teamwork customer service office classroom management ocm directly support high quality teaching learning faculty student university classroom ocm central point contact single point responsibility accountability general purpose classroom study space issue ocm national leader coordination operation classroom focused continual improvement teaching learning environment apply application must submitted online considered position please click apply button follow instruction completing online application please upload following document ensure full consideration cover letter express interest qualification position updated resume name contact information three professional reference willing speak freely qualification character additional document may attached application accessing `` activity '' page uploading document request accommodation application process please e-mail employ @ umn.edu call 612 624-uohr 8647 diversity university recognizes value importance diversity inclusion enriching employment experience employee supporting academic mission university committed attracting retaining employee varying identity background university minnesota provides equal access opportunity program facility employment without regard race color creed religion national origin gender age marital status disability public assistance status veteran status sexual orientation gender identity gender expression learn diversity u http //diversity.umn.edu background check information offer employment contingent upon successful completion background check presumption prospective employee eligible work criminal conviction automatically disqualify finalist employment u university minnesota twin city umtc university minnesota twin city umtc among largest public research university country offering undergraduate graduate professional student multitude opportunity study research located heart one nation 's vibrant diverse metropolitan community student campus minneapolis st. paul benefit extensive partnership world-renowned health center international corporation government agency art nonprofit public service organization,Others,[],Not specified,Not specified
25,PHP Developer,"Job Summary
**
We are looking for Fresher PHP developers who possess a passion for pushing web technology to the limits and will work with our team of talented engineers to design and build the next generation of existing services
The candidate should have basic knowledge of PHP, HTML5, CSS3, Jquery, with good knowledge of communication skills.
Responsibilities and Duties
Candidate must have IT Background and should be familiar with technologies.
Must have good interpersonal skills.
Must have Innovative, knowledgeable, creative, and hard-working
Key Skills
PHP, WordPress, HTML, CSS
Required Experience and Qualifications
Exp. : 0 - 3 Year
Qua. : B.E./B.TECH./M.E./M.TECH./MCA
Contract length: 1 month
Job Types: Full-time, Internship, Fresher
Salary: ₹12,000.00 - ₹34,000.00 per month
Benefits:
Flexible schedule
Schedule:
Day shift
Experience:
software development: 1 year (Preferred)
total work: 1 year (Preferred)
Education:
Bachelor's (Preferred)
Licence:
Core PHP (Preferred)
Programming Languages needed:
Python (Preferred)
Industry:
Software Development",Others,[],Not specified,Not specified
26,iOS Developer,"Job Responsibilities:
Design and build applications for the iOS platform.
Help maintain code quality, organization, and automatisation.
Ensure the performance, quality, and responsiveness of applications.
Identify and correct bottlenecks and fix bugs.
Collaborate with a team to define, design, and ship new features.
Proficient with Objective-C or Swift (depending on project requirements).
Experience with iOS frameworks such as Core Data, Core Animation, etc.
Strong knowledge of SDLC methodologies - ideally Agile.
Experience with offline storage, threading, and performance tuning.
Familiarity with RESTful APIs to connect iOS applications to back-end services.
Familiarity with push notifications.
Proficient understanding of code versioning tools (such as Git, Mercurial or SVN).
Understanding of Apples design principles and interface guidelines.
Experience with performance and memory tuning with tools (such as Instruments, depending on project needs).
Fresher with good technical knowledge or have training in iPhone are also welcome to apply for the Job.",Others,[],Not specified,Not specified
27,Java Developer,"Software Developer

Who we are:
The American Physical Society (APS) is a nonprofit membership organization working to advance and diffuse the knowledge of physics through its outstanding research journals, scientific meetings, and education, outreach, advocacy, and international activities. APS represents over 55,000 members, including physicists in academia, national laboratories, and industry in the United States and throughout the world. Society offices are located in College Park, MD (Headquarters), Ridge, NY, and Washington, D.C.

Software Developer
Who we are:

The American Physical Society (APS) is a nonprofit membership organization working to advance and diffuse the knowledge of physics through its outstanding research journals, scientific meetings, and education, outreach, advocacy, and international activities. APS represents over 55,000 members, including physicists in academia, national laboratories, and industry in the United States and throughout the world. Society offices are located in College Park, MD (Headquarters), Ridge, NY, and Washington, D.C.

Position Summary:

The American Physical Society, a leading publisher of scientific journals, based in Suffolk County, LI, is seeking a front end developer. This is an exciting opportunity to apply your strong front end development and UX skills to build applications used in all aspects of scientific publishing. We’re a group who happily share knowledge and value other ideas, while working in a bright, modern office with a friendly atmosphere and flat hierarchies. We will challenge you with interesting work while providing you with a collaborative culture in a fast paced environment. Our staff is encouraged to attend industry conferences and we are constantly playing with new tools and use all the latest and greatest technologies, affording you the capability to impact all aspects of your projects. You must have excellent English communication skills, be a problem solver and a team player, and be results oriented. Other incentives for working at APS are great pay, great benefits, generous 403(b), fun company events, commuter benefits, and 3 weeks paid vacation.

Please provide code samples and URL's of previous applications you've developed. Candidates who provide links to their GitHub profiles or personal websites with technical articles and/or code samples will receive priority.

Is This You:

Required Skills
Expert knowledge of HTML5, CSS3, and associated web standards
Experience writing modern Javascript (ES6/ES2015, ES2017, Typescript, etc).
Experience with front-end frameworks such as React or Vue.js
Experience with modern front-end tooling (Babel, webpack, gulp, parcel, etc.)
Proficiency in building responsive web applications
Knowledge of UI/UX design concepts, pattern libraries, style guides, etc.
Basic command line proficiency (Linux and/or Mac OS X preferred)
Experience with Git or a similar version control system
Experience with AWS or similar cloud service providers
Desired Skills
Experience doing test driven development with Jest, Jasmine, Mocha/Chai/Sinon, Karma. Integration testing with Selenium.
Experience with server side development (node.js, express, etc.)
Basic knowledge of GraphQL
Experience with additional programming languages (clojurescript, Typescript preferred)
Accessibility
Our Mission:

To advance and diffuse the knowledge of physics for the benefit of humanity, promote physics, and serve the broader physics community, we:
Provide a welcoming and supportive professional home for an active, engaged, and diverse membership
Advance scientific discovery and research dissemination
Advocate for physics and physicists, and amplify the voice for science
Share the excitement of physics and communicate the essential role physics plays in the modern world
Promote effective physics education for all
The core values that drive our mission are:
The Scientific Method
Truth and Integrity
Diversity, Inclusion, and Respect
Partnering, Cooperation, and Open Collaboration
Speaking Out
Education and Learning
The American Physical Society is an equal opportunity employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, ethnic or national origin, ancestry, pregnancy (including childbirth or related condition), citizenship, familial status, mental or physical disability, veteran status, genetic information, other non-disqualifying disability, or any other characteristic protected by law.

We welcome you to apply today!",Others,[],Not specified,Not specified
28,Django Developer,"Full Job Description

Coordinating with development teams to determine application requirements.

Writing scale able code using Python programming language.

Testing and debugging applications.

Developing back-end components.

Integrating user-facing elements using server-side logic.

Assessing and prioritizing client feature requests.

Integrating data storage solutions.

Coordinating with front-end developers.

Reprogramming existing databases to improve functionality.

Developing digital

tools to monitor online traffic.

SHARE YOUR RESUME HR TEAM WHAT’S APP NUMBER 76-175-733-20",Others,[],Not specified,Not specified
29,DevOps Engineer,"Vidooly is looking for candidates with analytical minds and result oriented work ethics to join our software engineering dev ops team in a full-time role. A positive, eager, and responsive attitude to solve problems is the most important requirement for the role.
We are a SaaS-based video intelligence software product company, based in Noida Sector 62. Our customers are online video content creators, media companies, brands, multi-channel networks & agencies across the world.
noofpost
1
edu
language
experience
3-6 years
roles
roleheading
rolepoint
As an engineer, the incumbent would be responsible to automate and streamline our operations and processes.
Build and maintain tools for deployment, monitoring and operations.
Troubleshoot and resolve issues in test and production environments.
Research and recommend innovative, and where possible, automated processes for Systems Administrator tasks.
Maintain integrity of the network, server deployment and network security.
Administer servers, storage devices, backup devices, VPN Gateways, and wireless infrastructure.
Perform daily system and security monitoring.
Handle critical operation tasks as well as on demand requests.
Work closely with development teams to integrate their projects into the production AWS environment and ensure their ongoing support once there.
Be a DevOps champion - work closely with other internal teams to build security, reliability, and scalability into the development lifecycle.
Build engineering automation and productivity tools to streamline and scale applications in the production environment.
Build from the ground up reliable infrastructure services in AWS to deliver highly scalable services.
Experience in failover configuration and Disaster Recovery process setup.
Troubleshoot and resolve issues related to application development, deployment, and operations.
skills
Good hold in LINUX Operating System
Monitoring - CloudWatch, Nagios, New Relic, ELK
Solid experience and background working with AWS services including but not limited to EC2, VPC, ELB, S3, CloudFormation, Opsworks, RDS, Route53, SQS, IAM, SES, API Gateway, EMR, Auto scale, Cloud watch, etc.
Strong written and verbal communication skills, along with customer service, troubleshooting, and skills.
B.E/B-Tech/BCA/MCA/M-tech with 3-6 year of experience in software product company managing server.",Others,[],Not specified,Not specified
30,JavaScript Developer,"No relocation needed, can telework from home, required good Internet*
Who is TEKgile?*
We are a tech company that works with our international partners to deliver modern apps and software for various types of businesses. We work with global companies and various clients to always push the limits of web and server applications.
Why would I want to be a JavaScript Developer at TEKgile?*
TEKgile and our International partner company aims to continue its growth trajectory in Japan and have a variety of geospatial web app projects to work on. Software and app improvements are vital to the success of the company and are looking to grow our team to add new features to what is being offered. You will be working with our Product Manager, who is based in Japan as well as our Technical manager in Trivandrum. The team focuses on all product life cycle, bugs, and features that relate to the existing clients and future needs of the project.

The JavaScript Developer role is focused on building various web app dashboards focused around geospatial data, and continuing to grow the functionality and capabilities of our frameworks. Responsibilities include helping to grow the features of existing projects and new projects. You would be partnered with other team members to assist with various DevOps tasks.
We are looking for someone that is: *
Looking to take ownership of your tasks and be held accountable for their quality and completion
Interested in modern applications
Code ninja with an attention to detail
Being great at what you do and enjoy doing it
What would I be doing?*
Support the development of server and web applications that are based on JavaScript (ExtJS 6, NodeJS).
Focused on supporting the continued development and improvements to the existing and new JavaScript applications for frontend and backend.
Implementing features independently or with team members
Writing unit tests, internal and external documentation.
Debugging, and problem-solving bugs.
Working with SQL based databases
Working in the AWS Cloud environment.
What key skills and experience do I need?*
Proficiency in English
Strong understanding of and experience in JavaScript (MVC & MVVM)
Strong understanding of NodeJS, Express and ES6
Experience in web app JavaScript (Bootstrap, jQuery)
Experience in both functional and object-oriented programming
Good understanding of SQL
Experience in writing Unit Tests
It would be great if you can also bring: *
Experience in PostgreSQL and PostGIS
Experience in ExtJS 6.x
Experience in HTML/CSS
Good understanding of NoSQL (MongoDB/ElasticSearch)
Experience in Amazon AWS Lambda, API Gateway, EC2, S3, SNS, SQS
Understanding and experience in OAuth v2
What are the perks?*
Monday to Friday schedule (5 day weeks / 40 hour work weeks)
Up to 5% performance bonus (paid quarterly)
Competitive salary
Personal laptop stipend
Ability to work from home anywhere in India
Company Values*
Quality service* - We make sure all of our customers that use our product have the best experience.
Ability to adapt *- Being in a startup lifestyle and new technology space, we look for team members that are always willing to adapt to the constant change.
Pushing the limits *- We feel that there is always room to improve and be the best in our space. Everyone's input is valued and encouraged to make everything better.
Help the team *- ""How can I help?"" is a common phrase where we work. It is not only about completing your goals and tasks but important that we pitch in to help make sure the team hits their goals as well.
Job Type: Full-time

Benefits:
Paid sick time
Paid time off
Work from home
Schedule:
Day shift
Monday to Friday
Experience:
total work: 4 years (Required)
JavaScript: 3 years (Preferred)
Education:
Bachelor's (Required)
Benefits:
Paid leaves / Leave encashment
Work from home
Flexible work hours
Industry:
Software Development
Work Remotely:
Yes",Others,[],Not specified,Not specified
31,Machine Learning,"Vista Equity Partners is the world's leading private equity firm for Enterprise Software and recently invested $1.5B in the Reliance Jio Digital Platform. As part of the Vista portfolio, Integral Ad Science (IAS) is a NYC-headquartered global technology and data company that builds verification, optimization, and analytics solutions for the advertising industry. We are looking for a Senior Manager, Data Engineering to join our new and fast-growing Engineering team in Pune. If you are excited by technology that has the power to handle hundreds of thousands of transactions per second; collect tens of billions of events each day; and evaluate thousands of data-points in real-time all while responding in just a few milliseconds, then IAS is the place for you!

As a Senior Manager, Data Engineering, Brand Safety you will drive the transformation of the Brand Safety Pipeline. You will manage processes that crawl tens of millions of pages per day and that score those pages in real-time using machine learning algorithms. The ideal candidate is naturally curious, dedicated, detail-oriented with a strong desire to work with awesome people in a highly collaborative environment. You should be able to not take yourself too seriously as well.

What you'll do:
Plan and deliver data engineering projects
Collaborate with various IAS teams throughout the full software development lifecycle including CI/CD, Product, Architecture
Manage performance of the team including recurring 1:1s, performance reviews, goal setting and professional development
Identify roadblocks and remove them proactively
Implement effective metrics and monitoring processes
Driving a culture of continuous improvement
Stay informed about new technologies and trends in data engineering
Who you are and what you have:
Minimum 2 years of relevant technical lead experience
5+ years of relevant experience in at least one object oriented language (Java, Python or Scala preferred)
5+ years of relevant experience in SQL and comfortable working with large datasets to identify insights
Good knowledge of Data Science, Machine Learning
Experience with open source big data technologies (MapReduce, Spark, Flink)
Experience designing, developing and deploying data pipelines in the Cloud
Strong problem solving skills
Experience managing and mentoring a team of data engineers
What puts you over the top (one of the following):
Expertise implementing streaming data pipelines using open source technologies
Experience with AWS or GCP ecosystem
Experience in productionalizing machine learning models
About Integral Ad Science

Integral Ad Science (IAS) is the global market leader in digital ad verification, offering technologies that drive high-quality advertising media. IAS equips advertisers and publishers with both the insight and technology to protect their advertising investments from fraud and unsafe environments as well as to capture consumer attention, and drive business outcomes. Founded in 2009, IAS is headquartered in New York with global operations in 18 offices across 13 countries. IAS is part of the Vista Equity Partners portfolio of software companies. For more on how IAS is powering great impressions for top publishers and advertisers around the world, visit integralads.com.

Equal Opportunity Employer:

IAS is an equal opportunity employer, committed to our diversity and inclusiveness. We will consider all qualified applicants without regard to race, color, nationality, gender, gender identity or expression, sexual orientation, religion, disability or age. We strongly encourage women, people of color, members of the LGBTQIA community, people with disabilities and veterans to apply.

California Applicant Pre-Collection Notice:

We collect personal information (PI) from you in connection with your application for employment or engagement with IAS, including the following categories of PI: identifiers, personal records, commercial information, professional or employment or engagement information, non-public education records, and inferences drawn from your PI. We collect your PI for our purposes, including performing services and operations related to your potential employment or engagement. For additional details or if you have questions, contact us at compliance@integralads.com.

To learn more about us, please visit http://integralads.com/ and https://muse.cm/2t8eGlN

Attention agency/3rd party recruiters: IAS does not accept any unsolicited resumes or candidate profiles. If you are interested in becoming an IAS recruiting partner, please send an email introducing your company to recruitingagencies@integralads.com. We will get back to you if there's interest in a partnership.",Others,[],Not specified,Not specified
32,PHP Developer,"Job Description:

1-4 years of experience as a PHP Developer with proven track.

Requirements:

Integration of user-facing elements developed by front-end developers
Build efficient, testable, and reusable PHP modules
Understanding the fully synchronous behavior of PHP
Basic understanding of front-end technologies, such as JavaScript, HTML5, and CSS3.
Familiarity with limitations of PHP as a platform and its workarounds.

Software Skills:

front-end technologies, such as JavaScript, HTML5, and CSS3",Others,[],Not specified,Not specified
33,PHP Developer,"1 - 3 years experience
Front-end skills: HTML, CSS, JS, Jquery, Ajax, Bootstrap
Backend: Mysql, PhpMyadmin
Frame-works: Laravel, Codeignitor, Zend
Understanding of MVC design patterns
Knowledge of object oriented PHP programming
Job Type: Full-time
Salary: Up to ₹400,000.00 per year
Schedule:
Monday to Friday
Experience:
software development: 1 year (Preferred)
total work: 1 year (Preferred)
Education:
Bachelor's (Preferred)
Licence:
Core PHP (Preferred)
Programming Languages needed:
Python (Preferred)",Others,[],Not specified,Not specified
34,Machine Learning,"Staff Machine Learning Scientist

Hyderabad/Bangalore (Remote)

Compass is building the first modern end-to-end real estate platform by integrating agents, buyers and sellers through technology. Before Compass, no one has achieved the blend of the Natural Intelligence that hundreds of thousands of enterprising real estate agents bring to this market, with the Artificial Intelligence that cloud, mobile and AI technologies enable.

As one of the fastest growing technology companies of our generation, in an industry larger than any other, we have an opportunity and obligation to build a world-class engineering team and the operating platform that will transform the real estate industry. In 2019 we tripled the size of our Product & Engineering team, and are searching for creative and inspiring colleagues at all levels of the engineering organization to join us as we continue to expand in 2020.

We are looking for Staff Machine Learning Scientists with a proven track record of solving machine learning problems through utilizing strong machine learning and data science skills. This is an opportunity to make a huge impact in a fast-paced environment at a great company.

About the role

Compass is looking for a Staff Machine Learning Scientist to help us build the future of real estate. Compass is building an end-to-end real estate technology platform that empowers agents and consumers. The AI team is responsible for using machine learning to build features which empower our agents through intelligent tools, and add intelligence to our consumer facing products. We are looking for someone with a proven track record of deploying and supporting machine learning models at scale in customer facing features.

Responsibilities:

Using your machine learning skills to explore and deeply understand Compass's data.
Architect the machine learning products to solve business needs
Perform feature engineering and modeling tasks on top of this data to power customer facing features.
Collaborate with machine learning engineers to produce features in a production ready state.
Support machine learning features throughout the product life cycle.
Drive design and implementation of our in-house machine learning infrastructure.

What we look for:

Experience working on machine learning in a product oriented environment.
Ability to collaborate with scientists, product management and work with an engineering-focused, iterative team to build and establish product requirements.
Knowledge of machine learning frameworks and tooling, for example Spark, PyTorch, SciKit learn, etc.
Comfortable building prototypes from scratch
Experience working with a microservices based architecture.
Experience with AWS development.
PhD or MS in Computer Science/Machine Learning or equivalent (PhD is preferred) and 8+ years experience is preferred.

At Compass, our mission is to help everyone find their place in the world. This means we continually celebrate the diverse community different individuals cultivate. As an equal opportunity employer, we stay true to our mission by ensuring that our place can be anyone's place. Check out our Engineering blog!",Others,[],Not specified,Not specified
35,Backend Developer,"Summary of the Position:

We are seeking a Backend Developer to join our application development team at India (Pune) Development Center. The candidate will play a significant role in developing highly interactive and cutting-edge applications for enterprise clients. The candidate will provide hands-on development expertise and technical abilities to deliver quality software solutions.

Job Responsibilities:

Develop Microservices and REST API that will integrate with Frontend.
Translate business requirements into high-quality code.
Experience in deploying application on Cloud- Azure.
Focus on code maintainability and performance of an application.
Provide technical advice and assists in solving programming problems
Hands-on experience with unit and automation testing tools such as Junit

Minimum Qualifications:

Bachelor’s degree in any Engineering discipline from reputed engineering college
6+ years of strong programming skills in Cloud Technologies and backend development
Hands-on experience in deploying Microservices and REST APIs using Java and Spring Boot.
Strong integration experience using Node.js, AJAX and JSON
Experience in working with NoSQL like Combos DB and RDBMS like Azure, SQL.
Strong deployment experience on Azure functions.
Nice to have:
Hands-on experience with Build and CI/CD tools like Ant, Gradle, Docker, Jenkins
Hands-on experience with unit and automation testing tools such as Junit, Rest Assured, Serenity, JMeter, etc
Working knowledge of software design patterns, distributed systems, resiliency, security and logging
Passionate, adaptable, flexible, independent and self-motivated individuals who take initiative and ownership of projects are desired.
Nice to have good written and verbal communication skills

Company Description

Infogain is a Silicon Valley headquartered company with software platform engineering and deep domain expertise in the travel, retail, insurance and high technology industries. We accelerate the delivery of digital customer engagement systems using digital technologies such as cloud, microservices, robotic process automation and artificial intelligence to our clients.

Infogain delivers positive business outcomes for Fortune 500 companies and digital natives, using rapid prototyping and a solid foundation of DevSecOps-based software platform engineering that ensure high-quality and on-time delivery. A ChrysCapital portfolio company, Infogain has offices in California, Washington, Texas, London, Dubai, India and Singapore, with delivery centers in Austin, New Delhi, Bangalore, Pune, and Mumbai.

Visit us as www.infogain.com to learn more.",Others,[],Not specified,Not specified
36,DevOps Engineer,"Mandatory skills: Kubernetes and docker
Experience with DevOps CI/CD applications and automated build and deploy configuration and processes.
Hands on skills in public cloud.Hands on skills in Jenkins, GIT, Sonarqube, Artifactory, JIRA.
Must have worked on Ansible.Experience with Maven, npm and other build frameworks.
Able to deploy micro services and provide DevOps driven solutions in a multi-tenant cloud based architecture.
Experience with webservers like nginx, tomcat and JBoss.
Should have troubleshooting knowledge in database and networking.Experience in Shell, Python scripting & Linux knowledge.
Strong knowledge in Docker.Able to create custom Dockerfile and Docker-compose files.
Experience in container orchestration tools like kubernetes, OpenShift and etc.
Experience with monitoring tools like zabbix, nagios,AppDynamics.
Experience with ELK Stack / Splunk.
Worked in Agile development methodologies.
Experience in Production environments and SRE activities

Job Types: Full-time, Volunteer

Experience:
total work: 3 years (Required)
DevOps: 3 years (Preferred)
Work Remotely:
Yes",Others,[],Not specified,Not specified
37,Network Administrator,"BE / BCA / any bachelor degree
Certification: -
CCNP, CCNA
Experience
1 + years of overall experience as a Network/ Security Engineer either in Service Provider Environment or diverse enterprise network.
Key Responsibilities
Management and configuration of Checkpoint/ Fortigate firewall & IPS Technology Checkpoint / Switching / Routing.
Configuration of Cisco Routers
Expert to handle the day to day checkpoint/ Fortigate firewall & IPS operational issues.
Initial firewall/ IPS testing of parameters, operation, support and commissioning.
Knowledge of Analysis of IPSec VPNs implementation and Manage and Monitor all VPN connectivity.
Experience in network monitoring in NOC/ SOC to identify security breaches, service outages, network performance issues.
Knowledge of Analyse, troubleshoot, and investigate security- related, information systems anomalies based on security platform reporting, network traffic, log files, host- based and automated security alerts
Troubleshooting and root cause analysis of related issues firewall/ IPS Work efficiently with customer support team to solve customer issues.
Analysing, troubleshooting and correcting network problems remotely and on- site.
Maintaining and administering perimeter security systems such as firewalls and intrusion detection systems
Good Communication and can handle incident and problem management.
Problem solving skills on checkpoint firewalls, switching and routing devices.
Good knowledge in MPLS and internet leas line links.
Adhere to change control process.
Has the ability to work on his/ her own, be able to remain calm under pressure and to keep his managers informed of progress against a programme of work.
Job Type: Full-time
Salary: ₹20,000.00 - ₹30,000.00 per month
Schedule:
Day shift
Experience:
work: 1 year (Required)
total work: 1 year (Required)
Network Administration: 1 year (Required)
Education:
Bachelor's (Required)",Others,[],Not specified,Not specified
38,Wordpress Developer,"We are on the hunt for a Wordpress developer with 2-4 years of experience who is capable of collaborating with our web designers to match visual designs.
Skills and Qualifications
Prior experience in working with WordPress, Plugin Customization, WordPress + Woo-Commerce, Magento (or Any other PHP open source Framework)
Must have expertise in WordPress theme integration and should be able to work as per client instruction to design page layouts.
Knowledge of other PHP CMS like Magento, Joomla, and CakePHP would be an added advantage.
Good understanding of cross-platform and cross-browser issues, and web performance optimization.
Basic knowledge of the Search Engine Optimization process.
Experience with Reactjs is a plus.
Roles and Responsibilities
Write testable, well designed, and efficient code by using best software development practices and reusable PHP modules to match the latest international web protocols, standards and technologies.
Create website layouts /user interface by following standard HTML/CSS and WordPress practices.
Integrate data from various back-end services and databases.
Be responsible for maintaining, expanding, and scaling various websites.
Stay plugged into emerging technologies and industry trends.",Others,[],Not specified,Not specified
39,Network Administrator,"Job Duties:
Hardware and Software installation and troubleshooting management.
Day to day troubleshooting WI-FI access points.
Strong knowledge of Network and Server maintenance.
Hands on experience of handling windows based servers.
Able to use variety of IT Software and resolve Hardware issues.
The candidate should be able to perform the work in relation to Network Administrator and Security, configure and maintain all network switches, routers and firewalls.
What We’re Looking For:
A person that aspires to be a leader and has a proactive “can do” attitude and has a proven track record driving successful projects.
Problem Solving, Strategic Planning, Multi-tasking
Energetic, self-motivated, with a strong propensity to succeed.
Highly organized, with an ability to prioritize time-sensitive assignments.
Job Types: Full-time, Contract
Salary: ₹10,000.00 - ₹15,000.00 per month
Experience:
work: 1 year (Preferred)
total work: 1 year (Preferred)
Network Administration: 1 year (Preferred)
Education:
Secondary(10th Pass) (Preferred)",Others,[],Not specified,Not specified
40,PHP Developer,"Job Description

We are looking for a PHP Developer responsible for managing back-end services and the interchange of data between the server and the users. Your primary focus will be the development of all server-side logic, definition and maintenance of the central database, and ensuring high performance and responsiveness to requests from the front-end. You will also be responsible for integrating the front-end elements built by your co-workers into the application. Therefore, a basic understanding of front-end technologies is necessary as well.

Responsibilities
Communicating with external web services
Integration of user-facing elements developed by front-end developers
Build efficient, testable, and reusable PHP modules
Solve complex performance problems and architectural challenges
Integration of data storage solutions
Development of software as per norms fixed
Perform review, repair or expansion of software program to improve efficiency and handle new requirements
Preparation of documentation as desired
Timely completion of software
Target for no errors in testing phase
Target for no errors in post implementation phase
Write “clean”, well-designed code
Produce detailed specifications
Troubleshoot, test and maintain the core product software and databases to ensure strong optimization and functionality
Contribute in all phases of the development lifecycle
Follow industry best practices
Develop and deploy new features to facilitate related procedures and tools if necessary
Keep abreast of the latest technologies in related fields
Skills
Strong knowledge of PHP web frameworks such as CodeIgnitor
Understanding the fully synchronous behaviour of PHP
Understanding of MVC design patterns
Basic understanding of front-end technologies, such as JavaScript, HTML5, and CSS3
Knowledge of object oriented PHP programming
Understanding accessibility and security compliance
Strong knowledge of the common PHP or web server exploits and their solutions
Understanding fundamental design principles behind a scalable application
User authentication and authorization between multiple systems, servers, and environments
Integration of multiple data sources and databases into one system
Familiarity with limitations of PHP as a platform and its workarounds
Creating database schemas that represent and support business processes
Familiarity with SQL/NoSQL/MySQL databases and their declarative query languages
Proficient understanding of code versioning tools, such as Git
Bonus Points for Experience with:
AWS (hybrid cloud solutions, EC2, simple queuing service)
Redis or Memcached
Location based services
DevOps or QA
RESTful APIs
Apply
×
Submit Your Application

All fields marked with an asterisk (*) are required.

Full Name*
Phone*
Email*
Current Company
Description
Upload CV*
Submit
Close",Others,[],Not specified,Not specified
